_id,FACILITY_ID,FACILITY_NAME,FA_ADDRESS_GIVEN,FA_POSTAL_CODE,FA_LAT,FA_LON,NAICS_CODE_6,NAICS_CODE_6_DESC_ENG,EMPLOYEE_COUNT,WEB_SITE,PC_FULL_NAME,PHONE_NO,PC_JOB_TITLE,PC_PHONE_NO,PC_PHONE_NO_EXT,PC_FAX_NO,CHEMICAL_ID,CHEMICAL_NAME,USE_MANUFACTURED,USE_PROCESSED,USE_OTHER_USE,REL_AIR,REL_LAND,REL_WATER,REL_DISPOSAL,REL_RECYCLING
711,24300,Production Paint Stripping Limited,11 McLachlan Dr,M9W 1E3,43.6936,-79.5863,332810,"Coating, Engraving & Heat Treating Activities",30,,Kyle Jackson,416-675-1265,General Manager,647-462-1206,,,24,Particulate Matter 2.5 (PM2.5),122,0,0,122,0,0,0,0
712,24334,Novellus Graphic Resource,465 Milner Avenue,M1B 2K4,43.7918,-79.228,323119,Other Printing,27,,Danielle Hill,416-291-0669,Project Manager,416-291-3433,,,16,Manganese and its compounds,0,26,0,26,0,0,0,0
713,24334,Novellus Graphic Resource,465 Milner Avenue,M1B 2K4,43.7918,-79.228,323119,Other Printing,27,,Danielle Hill,416-291-0669,Project Manager,416-291-3433,,,25,Volatile Organic Compounds (VOCs) Total,0,5626,430,2483,0,0,0,0
714,363,Lincoln Electric Company Of Canada,179 Wicksteed Avenue,M4G 2B9,43.712,-79.3547,332999,All Other Misc. Fabricated Metal Product Mfg.,247,,Rick Ash,416-421-2600,Operations Manager,416-421-2600,,,15,Lead and its compounds,0,91,0,1,0,0,0,0
715,381,Nitta Gelatin Canada Inc,60 Paton Road,M6H 1R8,43.6605,-79.4446,311990,All Other Food Mfg.,47,,Randy Robinson,416-532-5111,Process Engineer,416-532-5111,,,25,Volatile Organic Compounds (VOCs) Total,346,0,0,346,0,0,0,0
716,398,KIK Operating Partnership,13 Bethridge Road,M9W 1M6,43.7086,-79.5674,325610,Soap & Cleaning Compound Mfg.,298,,Kimberly Clark,416-740-7400,Manager Of EHS,416-740-7400,,416-746-3073,25,Volatile Organic Compounds (VOCs) Total,0,635100,0,1233,0,0,0,0
717,409,Maple Leaf Foods Cappola Lepage,25 Lepage Crt,M3J 3M3,43.7707,-79.4995,311614,Rendering & Meat Processing from Carcasses,71,,Joel Grant,416-633-0389,"Dir, Environmental Affairs",204-229-9594,,,25,Volatile Organic Compounds (VOCs) Total,20,0,412,432,0,0,0,0
718,415,Primo Foods Inc,56 Huxley Road,M9M 1H2,43.7233,-79.5281,311823,Dry Pasta Mfg.,78,,Matthew Farias,416-741-9300,Plant Manager,416-741-9300,,416-741-3766,24,Particulate Matter 2.5 (PM2.5),3801,0,0,3801,0,0,0,0
719,415,Primo Foods Inc,56 Huxley Road,M9M 1H2,43.7233,-79.5281,311823,Dry Pasta Mfg.,78,,Matthew Farias,416-741-9300,Plant Manager,416-741-9300,,416-741-3766,25,Volatile Organic Compounds (VOCs) Total,146,0,0,146,0,0,0,0
720,24394,University Of Toronto Scarborough Science Wing,1265 Military Trail,M1C 1A4,43.785,-79.1852,611310,Universities,569,,Matthew White,416-208-5141,Enviro Compliance  Safety Tech,416-978-5087,,,25,Volatile Organic Compounds (VOCs) Total,245,0,775,400,0,0,0,0
721,24509,Questa Design Limited,1305 Morningside Avenue,M1B 4Z5,43.8049,-79.2007,332710,Machine Shops,12,,Aki Hirano,416-281-0502,Vice President,416-281-0502,,,9,"Chromium, Non-Hexavalent and its compounds",0,91,0,0,0,0,0,0
722,24555,Smith and Long Contracting Ltd.,133 Bridgeland Ave,M6A 1Y7,43.7255,-79.4634,332999,All Other Misc. Fabricated Metal Product Mfg.,67,,Vince Carbonara,416-781-6166,Controller,416-781-6166,,416-781-6259,15,Lead and its compounds,0,106,0,0,0,0,0,0
723,24646,Scarboro Steel Works Inc.,102 Manville Rd,M1L 4J1,43.721,-79.2812,232230,Structural Steel & Precast Concrete Erection,18,,Dritan Xhuveli,416-751-5033,President,416-751-5033,,,16,Manganese and its compounds,0,56,0,39,0,0,0,0
724,24971,G K Chemical Specialties,90 Barbados Blvd,M1J 1K9,43.7356,-79.2404,325610,Soap & Cleaning Compound Mfg.,15,,Steve Boon,416-261-7182,President,416-261-7182,,416-261-5663,25,Volatile Organic Compounds (VOCs) Total,0,0,29953,300,0,0,0,0
725,420,Apotex 3701 Weston,3701 Weston Road,M9L 2S8,43.7651,-79.5453,325410,Pharmaceutical & Medicine Mfg.,90,,Michael Taniguchi,416-749-9300,Associate Director EHS Programs,647-262-6903,,,25,Volatile Organic Compounds (VOCs) Total,331,0,0,331,0,0,0,0
726,429,Wakefield Canada Inc,3660 Lake Shore Blvd W,M8W 1P2,43.5937,-79.5369,324190,Other Petroleum & Coal Products Mfg.,50,,Mike Cowley,416-252-5511,VP Supply Chain,416-252-5511,4448,,25,Volatile Organic Compounds (VOCs) Total,16,546,0,562,0,0,0,0
727,441,Ipex Inc,807 Pharmacy Ave,M1L 3K2,43.7219,-79.296,326122,Plastic Pipe & Pipe Fitting Mfg.,52,,Ji Yun,416-752-2558,HSE Specialist,(905) 580-5619 ,,,24,Particulate Matter 2.5 (PM2.5),1036,0,0,1036,0,0,0,0
728,441,Ipex Inc,807 Pharmacy Ave,M1L 3K2,43.7219,-79.296,326122,Plastic Pipe & Pipe Fitting Mfg.,52,,Ji Yun,416-752-2558,HSE Specialist,(905) 580-5619 ,,,21,Vinyl chloride,0,0,0,0,0,0,0,0
729,446,D Crupi And Sons Limited Passmore Ave Asphalt Plant,85 Passmore Ave,M1V 4S9,43.8201,-79.2973,324121,Asphalt Paving Mixture & Block Mfg.,4,,Domenic Passalacqua,416-291-1986,Plant Manager,416-291-1986,,416-291-3252,14,Formaldehyde,418,0,0,418,0,0,0,0
730,25032,Tayco Panelink Ltd,400 Norris Glen Road,M9C 1H5,43.6233,-79.5553,337214,Office Furniture (except Wood) Mfg.,160,,SUNNY SINGH,416-252-8000,PLANT MANAGER,416-252-8000,,416-252-4467,23,Nitrogen Oxides (NOx),700,0,0,700,0,0,0,0
731,25032,Tayco Panelink Ltd,400 Norris Glen Road,M9C 1H5,43.6233,-79.5553,337214,Office Furniture (except Wood) Mfg.,160,,SUNNY SINGH,416-252-8000,PLANT MANAGER,416-252-8000,,416-252-4467,16,Manganese and its compounds,0,1495,0,0,0,0,0,0
732,25052,Highlight Auto Collision,2321 Keele Street,M6M 4A1,43.7052,-79.4772,811121,"Automotive Body, Paint & Interior R&M",6,,Benny Tran Binh,416-553-5333,Manager,416-588-5333,,,25,Volatile Organic Compounds (VOCs) Total,0,0,275,275,0,0,0,0
733,25067,Metro Dock,140 Ashwarren Road,M3J 2S6,43.7569,-79.4866,333920,Material Handling Equipment Mfg.,10,,Diane Urbano,416-398-9000,Owner,416-398-9000,,416-636-6929,25,Volatile Organic Compounds (VOCs) Total,0,0,5300,5300,0,0,0,0
734,25125,STIM Canada Inc,85 Toro Road,M3J 2A4,43.761,-79.4846,334410,Semiconductor & Electronic Component Mfg.,35,,Aaron Rezaei,416-636-4584,President,416-636-4584,,416-398-4149,25,Volatile Organic Compounds (VOCs) Total,0,283,0,283,0,0,0,0
735,25149,Express Auto Collision,310 Greenwood Avenue,M4L 2R8,43.6741,-79.3295,811121,"Automotive Body, Paint & Interior R&M",5,,Sofie DialynasVatsis,416-465-2316,Office,416-465-2316,,416-465-3347,25,Volatile Organic Compounds (VOCs) Total,0,0,484,361,0,0,0,0
736,25249,CNC Metal Fabrication Inc,53 Saint Regis Cres S,M3J 1Y6,43.7551,-79.4859,332999,All Other Misc. Fabricated Metal Product Mfg.,24,,CHANDRAKANT PATEL,416-398-3727,Q A MANAGER,416-398-3727,,,24,Particulate Matter 2.5 (PM2.5),80,0,0,80,0,0,0,0
737,25299,Schuller Machine And Tool Ltd,10 Skagway Ave,M1M 3V1,43.7294,-79.2434,332710,Machine Shops,9,,John Schuller,416-261-7131,President,416-261-7131,,,16,Manganese and its compounds,0,16,0,0,0,0,0,0
738,464,Dimpflmeier Bakery Ltd,36 Advance Road,M8Z 2T4,43.6339,-79.5287,311814,Commercial Bakeries & Frozen Product Mfg.,190,,Halim Abdihalim,416-239-3031,Senior Project Engineer,416-456-1697,,,23,Nitrogen Oxides (NOx),1656,0,0,1656,0,0,0,0
739,465,Toronto Transit Commission  Hillcrest Complex,1138 Bathurst Street,M5R 3H2,43.6753,-79.4152,485110,Urban Transit Systems,1295,,Shaun DeSouza,416-393-4760,Manager Environment,416-554-1299,,,24,Particulate Matter 2.5 (PM2.5),147,0,0,147,0,0,0,0
740,481,Dominion Colour Corporation,199 New Toronto Street,M8V 3X4,43.6064,-79.5083,325190,Other Basic Organic Chemical Mfg.,71,https://www.pigments.com/,Grace ManarangPena,416-253-4260,Global Regulatory  ISO Mgr,905-683-0231,,905-683-0233,23,Nitrogen Oxides (NOx),1685,0,0,1685,0,0,0,0
741,25351,CanaDatum Moulds Ltd,55 Goldthorne Avenue,M8Z 5S7,43.6156,-79.5138,333511,Industrial Mould Mfg.,105,,Colleen Musalem,416-252-1212,VP Finance,416-252-1212,,416-252-5377,24,Particulate Matter 2.5 (PM2.5),129,0,0,0,0,0,0,0
742,25357,Stainless Piping Systems Inc,21 Steinway Blvd,M9W 6N4,43.7526,-79.6193,332999,All Other Misc. Fabricated Metal Product Mfg.,47,,Dave Damen,416-679-2937,President,416-679-2937,304,,9,"Chromium, Non-Hexavalent and its compounds",0,6659,0,0,0,0,0,0
743,25360,Etobicoke Ironworks Ltd,141 Rivalda Rd,M9M 2M6,43.7449,-79.5365,331210,Iron & Steel Pipes & Tubes Mfg.,175,,Ron Chafee,416-742-7111,CEO,416-742-7111,,416-742-2737,23,Nitrogen Oxides (NOx),462,0,0,462,0,0,0,0
744,25360,Etobicoke Ironworks Ltd,141 Rivalda Rd,M9M 2M6,43.7449,-79.5365,331210,Iron & Steel Pipes & Tubes Mfg.,175,,Ron Chafee,416-742-7111,CEO,416-742-7111,,416-742-2737,18,Nickel and its compounds,0,601,0,51,0,0,0,0
745,25380,George's Auto Body,3592 St Clair Ave E,M1K 1M2,43.7178,-79.2568,811121,"Automotive Body, Paint & Interior R&M",2,,Bessie Zaravinos,416-266-7188,Owner,416-970-2406,,,25,Volatile Organic Compounds (VOCs) Total,0,0,104,104,0,0,0,0
746,545,Helmitin Toronto Plant,99 Shorncliffe Road,M8Z 5K7,43.6255,-79.5419,325510,Paint & Coating Mfg.,30,,Scott Holman,416-239-3105,Director Of Compliance,416-239-3109,,,13,Dichloromethane (Methylene chloride),0,202702,395,1423,0,0,0,0
747,25538,Postmedia Islington Printing Division,2250 Islington Avenue,M9W 3W4,43.715,-79.5552,323119,Other Printing,135,,Brad McSorley,416-646-7945,Building Manager,416-646-7945,,,24,Particulate Matter 2.5 (PM2.5),353,0,0,353,0,0,0,0
748,25541,GFL Environmental Inc Fenmar,39 Fenmar Drive,M9L 1M1,43.7579,-79.5413,562910,Remediation Services,3,,Grimaud Montignon,416-236-9907,VP Soil Services,416-236-9907,,,22,Polycyclic Aromatic Hydrocarbons (PAHs),0,640,0,128,0,0,0,0
749,25562,Wholesome Harvest Bakery,271 Attwell Drive,M9W 5B9,43.6961,-79.5899,311814,Commercial Bakeries & Frozen Product Mfg.,92,,Sam Yehia,905-738-3080,Plant Manager,905-738-3080,,,23,Nitrogen Oxides (NOx),1847,0,0,1847,0,0,0,0
750,25564,Bax Canada Ltd,1600 Midland Ave,M1P 3C2,43.7596,-79.2682,337110,Wood Kitchen Cabinet & Counter Top Mfg.,12,,Tracy Liu,416-901-4327,General Manager,416-901-4327,,,25,Volatile Organic Compounds (VOCs) Total,0,234,0,234,0,0,0,0
751,569,City Of Toronto Ashbridges Bay Wastewater Treatment Plant,9 Leslie Street,M4M 3M9,43.6563,-79.3261,221320,Sewage Treatment Facilities,174,,Mohsen Karizmeh,416-392-8335,Regulatory Compliance Analyst,437-245-5685,,,25,Volatile Organic Compounds (VOCs) Total,1680,118,0,1680,0,0,0,0
752,571,City Of Toronto Humber Wastewater Treatment Plant,130 The Queensway,M8Y 1H9,43.6311,-79.481,221320,Sewage Treatment Facilities,61,,Mohsen Karizmeh,416-392-8335,Regulatory Compliance Analyst,437-245-5685,,,15,Lead and its compounds,0,762,0,0,0,262,0,0
753,25884,GFL Environmental Inc Unwin,320 Unwin Ave,M5A 1A3,43.6434,-79.3395,562910,Remediation Services,4,,Grimaud Montignon,416-236-9907,VP Soil Services,416-236-9907,,,22,Polycyclic Aromatic Hydrocarbons (PAHs),0,6192,0,1238,0,0,0,0
754,25884,GFL Environmental Inc Unwin,320 Unwin Ave,M5A 1A3,43.6434,-79.3395,562910,Remediation Services,4,,Grimaud Montignon,416-236-9907,VP Soil Services,416-236-9907,,,25,Volatile Organic Compounds (VOCs) Total,0,24916,0,5009,0,0,0,0
755,25928,Innocon Inc. Leaside RMC Plant,"255A Wicksteed Avenue, Toronto, ON M4H 1G8",M4H 1G8,43.7135,-79.3451,327320,Ready-Mix Concrete Mfg.,2,,Tracy Hodges,416-429-1362,Sustainability Manager,547-225-7649,,,23,Nitrogen Oxides (NOx),597,0,0,597,0,0,0,0
756,25992,IAG Collision Centre,2401 Dufferin St,M6E 3S7,43.697,-79.4504,811121,"Automotive Body, Paint & Interior R&M",18,,Mike Balsas,416-840-3297,Bodyshop Manager,416-840-3297,,,24,Particulate Matter 2.5 (PM2.5),295,0,0,44,0,0,0,0
757,26097,Deciem Inc.,123 Eastside Drive,M8Z 5S5,43.6226,-79.5531,325620,Toilet Preparation Mfg.,310,,Anjie Davis,905-231-8585,,416-291-3713,,,23,Nitrogen Oxides (NOx),720,0,0,720,0,0,0,0
758,26098,Toronto Metropolitan University,350 Victoria St,M5B 2K3,43.6578,-79.3805,611310,Universities,3557,,Oluwajinmi Aina,416-979-5000,"EHS Manager, Chemicals and Contr",416-979-5000,,,24,Particulate Matter 2.5 (PM2.5),1165,0,0,1165,0,0,0,0
759,26098,Toronto Metropolitan University,350 Victoria St,M5B 2K3,43.6578,-79.3805,611310,Universities,3557,,Oluwajinmi Aina,416-979-5000,"EHS Manager, Chemicals and Contr",416-979-5000,,,23,Nitrogen Oxides (NOx),2251,0,0,2251,0,0,0,0
760,574,Brazilian Canadian Coffee Co Ltd,1260 Martin Grove Rd,M9W 4X3,43.7082,-79.5785,311920,Coffee & Tea Mfg.,35,,Teodora Milkin,416-749-2000,Director Of Quality Assurance,416-749-2000,,,24,Particulate Matter 2.5 (PM2.5),86,0,0,86,0,0,0,0
761,590,Gay Lea Foods CoOp Ltd Longlife Of Canada Division,180 Ormont Drive,M9L 1N7,43.7661,-79.5395,311515,Dairy Product (except Frozen & Fluid) Mfg.,149,,Ashish Panji,905-283-5300,Director Of OHSE  S,437-772-5040,,416-742-6947,23,Nitrogen Oxides (NOx),3231,0,0,3231,0,0,0,0
762,590,Gay Lea Foods CoOp Ltd Longlife Of Canada Division,180 Ormont Drive,M9L 1N7,43.7661,-79.5395,311515,Dairy Product (except Frozen & Fluid) Mfg.,149,,Ashish Panji,905-283-5300,Director Of OHSE  S,437-772-5040,,416-742-6947,25,Volatile Organic Compounds (VOCs) Total,178,247,0,424,0,0,0,0
763,591,Gay Lea Foods CoOp Ltd Clayson Division,100 Clayson Road,M9M 2G7,43.723,-79.5254,311515,Dairy Product (except Frozen & Fluid) Mfg.,106,,Ashish Panji,905-283-5300,Director Of OHSE  S,647-277-4309,,416-742-6947,24,Particulate Matter 2.5 (PM2.5),49,0,0,49,0,0,0,0
764,604,Nienkamper Furniture  Accessories Inc,257 Finchdene Square,M1X 1B9,43.821,-79.2352,337213,Wood Office Furniture Mfg.,120,,Romesh Jayarajah,416-298-5700,CFO,416-297-2453,,,24,Particulate Matter 2.5 (PM2.5),85,0,0,85,0,0,0,0
765,26098,Toronto Metropolitan University,350 Victoria St,M5B 2K3,43.6578,-79.3805,611310,Universities,3557,,Oluwajinmi Aina,416-979-5000,"EHS Manager, Chemicals and Contr",416-979-5000,,,13,Dichloromethane (Methylene chloride),0,0,655,0,0,0,0,0
766,23044,Progress Steel Fabricating And Welding Co Ltd,425 Finchdene Square,M1X 1B7,43.8173,-79.2367,332999,All Other Misc. Fabricated Metal Product Mfg.,23,,Chris Furze,416-297-0994,Operations Manager,416-297-0994,,416-297-7081,,,,,,,,,,
767,229,Beechgrove Country Foods,20 Minuk Acres,M1E 4Y6,43.7657,-79.1579,112999,All Other Misc. Animal Production,50,,Doug Alexander,416-283-8777,Vice President Sustainability,705-715-1183,,,,,,,,,,,,
768,22046,Dalton Pharma Services,349 Wildcat Road,M3J 2S3,43.7777,-79.4908,325410,Pharmaceutical & Medicine Mfg.,140,,Adam Kanaris,416-661-2102,Facilities Manager,416-661-2102,,416-661-2108,,,,,,,,,,
769,25551,Exhibit Store,120 McLevin Ave,M1B 3E9,43.8021,-79.235,321999,All Other Misc. Wood Product Mfg.,6,,Kim Kalinich,416-754-0090,Bookkeeper,416-754-0090,,,,,,,,,,,,
770,25412,Lee's Printing,49 Scarlett Road,M6N 4J8,43.6677,-79.5,514210,Data Processing Services,1,,Paul Lee,416-767-8898,Manager,416-767-8898,,,,,,,,,,,,
771,281,Pedsco Canada Ltd,59 Skagway Avenue,M1M 3T9,43.7311,-79.2409,333990,All Other General-Purpose Machinery Mfg.,3,,Brian DeNobrega,416-269-7115,Production Manager,416-269-7115,,,,,,,,,,,,
772,24739,Susan B Chartrand,71 Finchdene Square,M1X 1A7,43.8175,-79.2323,332710,Machine Shops,11,,Susan Chartrand,905-683-6817,Owner,416-609-9606,,416-609-3499,,,,,,,,,,
773,24434,Trevor Owen Ltd,80 Barbados Blvd,M1J 1K9,43.7356,-79.2406,314910,Textile Bag & Canvas Mills,12,,Andrew Tocchet,416-267-8231,President,416-267-8231,,,,,,,,,,,,
774,25636,Sun Tech Automotives,85 Nantucket Blvd,M1P 2N7,43.755,-79.2731,811121,"Automotive Body, Paint & Interior R&M",1,,YING LIN DENG,416-285-9797,OWNER,647-889-6698,,,,,,,,,,,,
775,11077,Deco Labels Deco Adhesive Products 1985 Limited,28 Greensboro Dr,M9W 1E1,43.7037,-79.5603,561910,Packaging & Labelling Services,61,,ROBERT TCHILINGUIRIAN,416-247-7878,Production Manager,416-247-7878,,416-247-9030,,,,,,,,,,
776,22379,Bernardo Funeral Home Ltd,2960 Dufferin St,M6B 3S9,43.7097,-79.4538,812210,Funeral Homes,1,,Domenic Ferro,416-789-7661,President,416-789-7661,,,,,,,,,,,,
777,24110,Walker Environmental Group Inc.,290 Garyray Drive,M9L 1P4,43.7688,-79.5405,562210,Waste Treatment & Disposal,38,,Jamie Diaz,416-747-6584,National Plant Manager,416-452-1491,,,,,,,,,,,,
778,24239,Michener Institute Of Education At UHN,222 St Patrick  St,M5T 1V4,43.6558,-79.3909,611510,Technical & Trade Schools,170,,Shua Sally Hong,416-596-3101,Safety Officer,416-596-3101,3200,,,,,,,,,,,
779,25726,Avelar Auto Body,100 Geary Ave,M6H 2B6,43.6707,-79.434,811121,"Automotive Body, Paint & Interior R&M",16,,Gilda Avelar,416-913-7590,building owner,416-893-3267,,,,,,,,,,,,
780,24797,Exclussif Spices Wholesalers Ltd,50 Tiffield Road,M1V 5B7,43.8142,-79.2544,311940,Seasoning & Dressing Mfg.,11,,Chris Gobind,416-299-7793,COO,416-299-7793,,416-299-6871,,,,,,,,,,
781,23453,Adheco Ltd,50 Ironside Crescent,M1X 1G4,43.8268,-79.2479,418990,All Other Whl.,13,,Dan Davis,416-291-3504,President,416-291-3504,231,416-291-4043,,,,,,,,,,
782,24353,Ecolo Odor Control Technologies,59 Penn Drive,M9L 2A6,43.7525,-79.5576,325999,All Other Misc. Chemical Product Mfg.,20,,Tuna Boylu,416-740-3900,Formulation Chemist,416-740-3900,,,,,,,,,,,,
783,22093,The Simple Alternative Funeral Centre,275 Lesmill Road,M3B 2V1,43.7616,-79.3592,812210,Funeral Homes,25,,Glen Lee,416-441-1580,Acting Assistant Manager,416-441-1580,,,,,,,,,,,,
784,247,The Printing House Limited Branch 055,840 King Street West,M5V 1P1,43.6429,-79.408,323119,Other Printing,13,,Jesse Drummond,416-703-8897,General Manager,416-703-8897,,416-703-3637,,,,,,,,,,
785,25275,Brook Crompton,264 Attwell Dr,M9W 5B2,43.6951,-79.5896,416110,Electrical Wiring & Construction Supplies Whl,20,,Brian Wells,416-675-3844,Logistics and Operations Mgr,416-675-3844,,416-675-6885,,,,,,,,,,
786,22261,Patty King Bakery,321 Progress Ave,M1P 2Z7,43.774,-79.2682,311814,Commercial Bakeries & Frozen Product Mfg.,35,,JodiAnn Chong,416-321-1034,Manager,416-321-1034,,,,,,,,,,,,
787,23040,Golden Hanger Cleaners,1881 Yonge St,M4S 3C4,43.6977,-79.3964,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),2,,Sunwook Kim,416-484-8384,Owner,416-484-8384,,,,,,,,,,,,
788,50,Stayana International Trading,325 Flint Road,M3J 2J2,43.7705,-79.4799,562920,Material Recovery Facilities,4,,Ronny Kofman,416-736-1776,Sales Manager,416-736-1776,,,,,,,,,,,,
789,25475,NL Technologies,533 McNicoll Ave,M2H 2C9,43.8037,-79.339,335990,All Other Electrical Equip. & Component Mfg.,25,,Richard Trask,416-425-6559,Quality Manager,416-425-6559,,416-425-5960,,,,,,,,,,
790,23534,I Can Autobody Repairs Limited,155 Toryork Drive,M9L 1X9,43.7583,-79.5553,811121,"Automotive Body, Paint & Interior R&M",2,,L S AUBIN PASSLEY,416-746-7138,OWNER,416-746-7138,,,,,,,,,,,,
791,24376,All Steel Doors 2000 Ltd,130 Milner Ave,M1S 3R3,43.7857,-79.2453,332321,Metal Window & Door Mfg.,29,,Leslie Adams,416-297-8500,Sales Manager,416-297-8500,,416-297-0374,,,,,,,,,,
792,25185,Realform Technologies,1870 Albion Road,M9W 5T2,43.746,-79.6169,337127,Institutional Furniture Mfg.,24,,Paolo Marini,416-367-3626,President,416-367-3626,,416-367-3623,,,,,,,,,,
793,23038,Auto Collision Centre Ltd,26 Eddystone Avenue,M3N 1H4,43.749,-79.5163,811121,"Automotive Body, Paint & Interior R&M",2,,David Savia,416-747-6276,Manager,416-747-6276,,,,,,,,,,,,
794,25453,Delor Window Coverings,567 Fenmar Drive,M9L 2R6,43.7634,-79.5584,339990,All Other Miscellaneous Mfg.,18,,Mary Gemmiti,416-742-4578,President,416-742-4578,,416-742-5119,,,,,,,,,,
795,23289,Sanctuary Park Cemetery And Cremation Centre,1570 Royal York Rd,M9P 3C3,43.6976,-79.5334,812220,Cemeteries & Crematoria,6,,Jeramy Cochrane,416-244-9891,Vice President and GM,416-231-1462,,,,,,,,,,,,
796,25042,Homa Signs Ltd,176 Bridgeland Ave,M6A 1Z4,43.7251,-79.4657,339950,Sign Mfg.,4,,Homayoun Amiri,416-782-1617,Owner,416-782-1617,,,,,,,,,,,,
797,23522,Tin Lee Electronics Ltd.,41 Coxwell Ave,M4L 3A9,43.6678,-79.3171,334290,Other Communications Equipment Mfg.,5,,Sneva Lee,416-690-3196,Manager,416-690-3196,,416-690-0932,,,,,,,,,,
798,23822,Peerless Custom Rack Co Ltd,102  Fenmar Drive,M9L 1M5,43.7595,-79.5486,332999,All Other Misc. Fabricated Metal Product Mfg.,17,,Christine Rowe,416-749-5446,General Manager,416-749-5446,,,,,,,,,,,,
799,23940,Univeristy Health Network Toronto Rehab Bickle Centre,130 Dunn Ave,M6K 2R7,43.6351,-79.4323,622111,General (exc. Paediatric) Hospitals,500,,Michael Kurz,416-594-3422,Director Env Compl Energy,416-456-7520,,,,,,,,,,,,
800,379,Prinetics Graphics Solutions Inc,1315 Morningside Ave,M1B 3C5,43.8055,-79.201,323119,Other Printing,18,,Jason Walmsley,416-499-1011,Owner,416-499-1011,,,,,,,,,,,,
801,25946,The Printing House Limited Branch 137,37 Advance Road,M8Z 2S6,43.6335,-79.5277,323119,Other Printing,8,,Steve Furtado,416-233-6427,Manager,416-233-6427,,,,,,,,,,,,
802,22543,Hendriks Precision Grinding Limited,221 Milvan Drive,M9L 2A3,43.7608,-79.5659,332710,Machine Shops,9,,Anthony Tersigni,416-749-0982,President,416-742-8098,,,,,,,,,,,,
803,25894,Best Cabinetry,1694 Midland Ave. ,M1P 3C2,43.7595,-79.2687,337110,Wood Kitchen Cabinet & Counter Top Mfg.,9,,Danny Li,416-288-8868,Owner,647-686-5201,,,,,,,,,,,,
804,23810,Alpha Laboratories Inc,2130 Lawrence Ave East,M1R 3A6,43.7471,-79.2871,621510,Medical & Diagnostic Laboratories,1,,Robert ChesloTrengrove,416-321-2670,Chief Technologist,416-449-2166,,,,,,,,,,,,
805,22248,Longford International Ltd,41 Lamont Avenue,M1S 1A8,43.7828,-79.2815,333299,All Other Industrial Machinery Mfg.,67,,Nao Tateishi,416-298-6622,Director of Operations,416-298-6622,,416-298-6627,,,,,,,,,,
806,29290,Precision Electronics Corporation,"50 Lepage Court, Toronto, ON, M3J 1Z9",M3J 1Z9,43.7596,-79.4847,335315,"Switchgear, Relay & Industrial Control Mfg.",36,,Andrew Grant,416-744-8840,Plant Eng Chemical specialist,416-636-0338,,,13,Dichloromethane (Methylene chloride),0,918,0,734,0,0,0,0
807,29291,Sunrise Exhaust Ltd,90 Fenmar Dr,M9L 1M5,43.7592,-79.547,339990,All Other Miscellaneous Mfg.,10,,Jawid Abdahli,416-741-6651,President,416-741-6651,,416-741-7025,18,Nickel and its compounds,0,150,0,0,0,0,0,0
808,15400,A J Lemik,66 Penn Dr,M9L 2A9,43.7535,-79.5578,333519,Other Metalworking Machinery Mfg.,4,,Angela Mariotti,416-322-3455,Accounting&#x2F;Bookkeeping,416-744-0021,,,16,Manganese and its compounds,0,7,0,0,0,0,0,0
809,21445,U K Auto Body Work,651 Petrolia Rd,M3J 2X8,43.7762,-79.4889,811121,"Automotive Body, Paint & Interior R&M",1,,Uthayakumar Kanagalingam,416-667-1626,OwnerWorker,647-831-9005,,,24,Particulate Matter 2.5 (PM2.5),90,0,0,90,0,0,0,0
810,21950,Amvic Inc,501 McNicoll Avenue,M2H 2E2,43.8038,-79.34,325210,Resin & Synthetic Rubber Mfg.,120,,Vinod Kanwar,416-410-5674,VPOperations,416-410-5674,,416-759-7402,23,Nitrogen Oxides (NOx),2728,0,0,2728,0,0,0,0
811,22095,Prochilo Bros Auto Collision North York,141 Toryork Drive,M9L 1X9,43.7574,-79.5535,811121,"Automotive Body, Paint & Interior R&M",12,,Paul Prochilo,416-749-6721,Manager,416-749-6721,,,24,Particulate Matter 2.5 (PM2.5),211,0,0,2,0,0,0,0
812,22095,Prochilo Bros Auto Collision North York,141 Toryork Drive,M9L 1X9,43.7574,-79.5535,811121,"Automotive Body, Paint & Interior R&M",12,,Paul Prochilo,416-749-6721,Manager,416-749-6721,,,25,Volatile Organic Compounds (VOCs) Total,0,0,645,399,0,0,0,0
813,22228,Dakota Systems Ltd,31 Melford Dr,M1B 2G6,43.8072,-79.2357,323120,Support Activities for Printing,5,,Michael Angod,416-292-8428,President,416-292-8428,,416-292-5016,25,Volatile Organic Compounds (VOCs) Total,0,0,1389,1389,0,0,0,0
814,22240,Ken Shaw Lexus Toyota Scion,2336 St Clair Ave West,M6N 1K8,43.67,-79.4792,811121,"Automotive Body, Paint & Interior R&M",15,,John Bennett,416-763-4625,Body Shop Manager,416-763-4625,,416-763-0083,25,Volatile Organic Compounds (VOCs) Total,0,0,989,544,0,0,0,0
815,22303,MOH Holdings Inc Faster Linen Service Ltd,89 Torlake Cres,M8Z 1B4,43.6137,-79.5254,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),140,,Mark Halberstadt,416-252-2030,OwnerManager,416-252-2030,,,24,Particulate Matter 2.5 (PM2.5),46,0,0,46,0,0,0,0
